LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN0100100000000,1,1,"Autauga County, AL",2021,26341,25599,742,2.8
CN0100300000000,1,3,"Baldwin County, AL",2021,99427,96481,2946,3.0
CN0100500000000,1,5,"Barbour County, AL",2021,8197,7728,469,5.7
CN0100700000000,1,7,"Bibb County, AL",2021,8560,8262,298,3.5
CN0100900000000,1,9,"Blount County, AL",2021,25127,24529,598,2.4
CN0101100000000,1,11,"Bullock County, AL",2021,4606,4422,184,4.0
CN0101300000000,1,13,"Butler County, AL",2021,8796,8328,468,5.3
CN0101500000000,1,15,"Calhoun County, AL",2021,46118,44212,1906,4.1
CN0101700000000,1,17,"Chambers County, AL",2021,15752,15173,579,3.7
CN0101900000000,1,19,"Cherokee County, AL",2021,11808,11512,296,2.5
CN0102100000000,1,21,"Chilton County, AL",2021,19811,19246,565,2.9
CN0102300000000,1,23,"Choctaw County, AL",2021,4591,4391,200,4.4
CN0102500000000,1,25,"Clarke County, AL",2021,7726,7264,462,6.0
CN0102700000000,1,27,"Clay County, AL",2021,6095,5930,165,2.7
CN0102900000000,1,29,"Cleburne County, AL",2021,5890,5739,151,2.6
CN0103100000000,1,31,"Coffee County, AL",2021,21853,21243,610,2.8
CN0103300000000,1,33,"Colbert County, AL",2021,23460,22524,936,4.0
CN0103500000000,1,35,"Conecuh County, AL",2021,4376,4164,212,4.8
CN0103700000000,1,37,"Coosa County, AL",2021,4343,4209,134,3.1
CN0103900000000,1,39,"Covington County, AL",2021,15215,14756,459,3.0
CN0104100000000,1,41,"Crenshaw County, AL",2021,6133,5931,202,3.3
CN0104300000000,1,43,"Cullman County, AL",2021,38858,37943,915,2.4
CN0104500000000,1,45,"Dale County, AL",2021,20915,20257,658,3.1
CN0104700000000,1,47,"Dallas County, AL",2021,13959,12924,1035,7.4
CN0104900000000,1,49,"DeKalb County, AL",2021,31097,30308,789,2.5
CN0105100000000,1,51,"Elmore County, AL",2021,37582,36560,1022,2.7
CN0105300000000,1,53,"Escambia County, AL",2021,14000,13425,575,4.1
CN0105500000000,1,55,"Etowah County, AL",2021,39262,37658,1604,4.1
CN0105700000000,1,57,"Fayette County, AL",2021,6653,6449,204,3.1
CN0105900000000,1,59,"Franklin County, AL",2021,14304,13941,363,2.5
CN0106100000000,1,61,"Geneva County, AL",2021,10993,10684,309,2.8
CN0106300000000,1,63,"Greene County, AL",2021,2897,2698,199,6.9
CN0106500000000,1,65,"Hale County, AL",2021,5888,5553,335,5.7
CN0106700000000,1,67,"Henry County, AL",2021,6881,6662,219,3.2
CN0106900000000,1,69,"Houston County, AL",2021,46880,45286,1594,3.4
CN0107100000000,1,71,"Jackson County, AL",2021,22975,22316,659,2.9
CN0107300000000,1,73,"Jefferson County, AL",2021,317359,305782,11577,3.6
CN0107500000000,1,75,"Lamar County, AL",2021,5691,5521,170,3.0
CN0107700000000,1,77,"Lauderdale County, AL",2021,42080,40745,1335,3.2
CN0107900000000,1,79,"Lawrence County, AL",2021,14378,13956,422,2.9
CN0108100000000,1,81,"Lee County, AL",2021,76658,74478,2180,2.8
CN0108300000000,1,83,"Limestone County, AL",2021,46572,45430,1142,2.5
CN0108500000000,1,85,"Lowndes County, AL",2021,3578,3248,330,9.2
CN0108700000000,1,87,"Macon County, AL",2021,7948,7471,477,6.0
CN0108900000000,1,89,"Madison County, AL",2021,192204,187100,5104,2.7
CN0109100000000,1,91,"Marengo County, AL",2021,7709,7384,325,4.2
CN0109300000000,1,93,"Marion County, AL",2021,13320,12941,379,2.8
CN0109500000000,1,95,"Marshall County, AL",2021,44714,43644,1070,2.4
CN0109700000000,1,97,"Mobile County, AL",2021,191711,182672,9039,4.7
CN0109900000000,1,99,"Monroe County, AL",2021,7356,6942,414,5.6
CN0110100000000,1,101,"Montgomery County, AL",2021,106663,101486,5177,4.9
CN0110300000000,1,103,"Morgan County, AL",2021,59256,57716,1540,2.6
CN0110500000000,1,105,"Perry County, AL",2021,3215,2948,267,8.3
CN0110700000000,1,107,"Pickens County, AL",2021,7501,7194,307,4.1
CN0110900000000,1,109,"Pike County, AL",2021,16017,15504,513,3.2
CN0111100000000,1,111,"Randolph County, AL",2021,9408,9150,258,2.7
CN0111300000000,1,113,"Russell County, AL",2021,23281,22566,715,3.1
CN0111500000000,1,115,"St. Clair County, AL",2021,41195,40108,1087,2.6
CN0111700000000,1,117,"Shelby County, AL",2021,118212,115683,2529,2.1
CN0111900000000,1,119,"Sumter County, AL",2021,4520,4317,203,4.5
CN0112100000000,1,121,"Talladega County, AL",2021,35695,34215,1480,4.1
CN0112300000000,1,123,"Tallapoosa County, AL",2021,17910,17186,724,4.0
CN0112500000000,1,125,"Tuscaloosa County, AL",2021,101104,97442,3662,3.6
CN0112700000000,1,127,"Walker County, AL",2021,25085,24174,911,3.6
CN0112900000000,1,129,"Washington County, AL",2021,6538,6233,305,4.7
CN0113100000000,1,131,"Wilcox County, AL",2021,2644,2353,291,11.0
CN0113300000000,1,133,"Winston County, AL",2021,10110,9830,280,2.8
CN0201300000000,2,13,"Aleutians East Borough, AK",2021,2558,2499,59,2.3
CN0201600000000,2,16,"Aleutians West Census Area, AK",2021,3625,3494,131,3.6
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2021,150276,141539,8737,5.8
CN0205000000000,2,50,"Bethel Census Area, AK",2021,6956,6046,910,13.1
CN0206000000000,2,60,"Bristol Bay Borough, AK",2021,449,424,25,5.6
CN0206300000000,2,63,"Chugach Census Area, AK",2021,3412,3182,230,6.7
CN0206600000000,2,66,"Copper River Census Area, AK",2021,1356,1235,121,8.9
CN0206800000000,2,68,"Denali Borough, AK",2021,855,769,86,10.1
CN0207000000000,2,70,"Dillingham Census Area, AK",2021,1709,1569,140,8.2
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2021,45375,43099,2276,5.0
CN0210000000000,2,100,"Haines Borough, AK",2021,1024,908,116,11.3
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2021,1156,1049,107,9.3
CN0211000000000,2,110,"Juneau Borough/city, AK",2021,16734,15940,794,4.7
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2021,27945,25911,2034,7.3
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2021,6604,6118,486,7.4
CN0215000000000,2,150,"Kodiak Island Borough, AK",2021,6015,5629,386,6.4
CN0215800000000,2,158,"Kusilvak Census Area, AK",2021,2347,1880,467,19.9
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2021,649,591,58,8.9
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2021,49487,46130,3357,6.8
CN0218000000000,2,180,"Nome Census Area, AK",2021,4088,3693,395,9.7
CN0218500000000,2,185,"North Slope Borough, AK",2021,2918,2733,185,6.3
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2021,2914,2578,336,11.5
CN0219500000000,2,195,"Petersburg Borough, AK",2021,1621,1508,113,7.0
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2021,2832,2605,227,8.0
CN0222000000000,2,220,"Sitka Borough/city, AK",2021,4496,4295,201,4.5
CN0223000000000,2,230,"Skagway Municipality, AK",2021,621,533,88,14.2
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2021,3219,3007,212,6.6
CN0227500000000,2,275,"Wrangell Borough/city, AK",2021,946,875,71,7.5
CN0228200000000,2,282,"Yakutat Borough/city, AK",2021,308,286,22,7.1
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2021,2441,2138,303,12.4
CN0400100000000,4,1,"Apache County, AZ",2021,18700,16995,1705,9.1
CN0400300000000,4,3,"Cochise County, AZ",2021,49027,46667,2360,4.8
CN0400500000000,4,5,"Coconino County, AZ",2021,72223,67857,4366,6.0
CN0400700000000,4,7,"Gila County, AZ",2021,20390,19377,1013,5.0
CN0400900000000,4,9,"Graham County, AZ",2021,15695,15047,648,4.1
CN0401100000000,4,11,"Greenlee County, AZ",2021,4343,4169,174,4.0
CN0401200000000,4,12,"La Paz County, AZ",2021,8616,8175,441,5.1
CN0401300000000,4,13,"Maricopa County, AZ",2021,2311889,2208858,103031,4.5
CN0401500000000,4,15,"Mohave County, AZ",2021,87215,82382,4833,5.5
CN0401700000000,4,17,"Navajo County, AZ",2021,39276,36704,2572,6.5
CN0401900000000,4,19,"Pima County, AZ",2021,480903,457095,23808,5.0
CN0402100000000,4,21,"Pinal County, AZ",2021,192406,183334,9072,4.7
CN0402300000000,4,23,"Santa Cruz County, AZ",2021,18942,17298,1644,8.7
CN0402500000000,4,25,"Yavapai County, AZ",2021,105108,100771,4337,4.1
CN0402700000000,4,27,"Yuma County, AZ",2021,93693,81591,12102,12.9
CN0500100000000,5,1,"Arkansas County, AR",2021,9424,9108,316,3.4
CN0500300000000,5,3,"Ashley County, AR",2021,6801,6301,500,7.4
CN0500500000000,5,5,"Baxter County, AR",2021,16287,15681,606,3.7
CN0500700000000,5,7,"Benton County, AR",2021,141991,137993,3998,2.8
CN0500900000000,5,9,"Boone County, AR",2021,15782,15313,469,3.0
CN0501100000000,5,11,"Bradley County, AR",2021,4056,3865,191,4.7
CN0501300000000,5,13,"Calhoun County, AR",2021,2392,2312,80,3.3
CN0501500000000,5,15,"Carroll County, AR",2021,12708,12279,429,3.4
CN0501700000000,5,17,"Chicot County, AR",2021,3084,2820,264,8.6
CN0501900000000,5,19,"Clark County, AR",2021,8805,8390,415,4.7
CN0502100000000,5,21,"Clay County, AR",2021,5391,5178,213,4.0
CN0502300000000,5,23,"Cleburne County, AR",2021,8970,8559,411,4.6
CN0502500000000,5,25,"Cleveland County, AR",2021,3108,2985,123,4.0
CN0502700000000,5,27,"Columbia County, AR",2021,8814,8345,469,5.3
CN0502900000000,5,29,"Conway County, AR",2021,8231,7889,342,4.2
CN0503100000000,5,31,"Craighead County, AR",2021,55682,53861,1821,3.3
CN0503300000000,5,33,"Crawford County, AR",2021,25772,24851,921,3.6
CN0503500000000,5,35,"Crittenden County, AR",2021,20502,19394,1108,5.4
CN0503700000000,5,37,"Cross County, AR",2021,6987,6681,306,4.4
CN0503900000000,5,39,"Dallas County, AR",2021,2770,2657,113,4.1
CN0504100000000,5,41,"Desha County, AR",2021,4963,4670,293,5.9
CN0504300000000,5,43,"Drew County, AR",2021,7522,7145,377,5.0
CN0504500000000,5,45,"Faulkner County, AR",2021,61033,58910,2123,3.5
CN0504700000000,5,47,"Franklin County, AR",2021,7267,6999,268,3.7
CN0504900000000,5,49,"Fulton County, AR",2021,4889,4711,178,3.6
CN0505100000000,5,51,"Garland County, AR",2021,40528,38500,2028,5.0
CN0505300000000,5,53,"Grant County, AR",2021,8146,7886,260,3.2
CN0505500000000,5,55,"Greene County, AR",2021,19318,18655,663,3.4
CN0505700000000,5,57,"Hempstead County, AR",2021,9182,8862,320,3.5
CN0505900000000,5,59,"Hot Spring County, AR",2021,13797,13264,533,3.9
CN0506100000000,5,61,"Howard County, AR",2021,5455,5278,177,3.2
CN0506300000000,5,63,"Independence County, AR",2021,16368,15734,634,3.9
CN0506500000000,5,65,"Izard County, AR",2021,4382,4146,236,5.4
CN0506700000000,5,67,"Jackson County, AR",2021,5637,5343,294,5.2
CN0506900000000,5,69,"Jefferson County, AR",2021,26128,24413,1715,6.6
CN0507100000000,5,71,"Johnson County, AR",2021,9835,9373,462,4.7
CN0507300000000,5,73,"Lafayette County, AR",2021,2327,2192,135,5.8
CN0507500000000,5,75,"Lawrence County, AR",2021,6700,6414,286,4.3
CN0507700000000,5,77,"Lee County, AR",2021,2554,2411,143,5.6
CN0507900000000,5,79,"Lincoln County, AR",2021,3729,3558,171,4.6
CN0508100000000,5,81,"Little River County, AR",2021,5250,5015,235,4.5
CN0508300000000,5,83,"Logan County, AR",2021,8383,8033,350,4.2
CN0508500000000,5,85,"Lonoke County, AR",2021,33141,32034,1107,3.3
CN0508700000000,5,87,"Madison County, AR",2021,7373,7142,231,3.1
CN0508900000000,5,89,"Marion County, AR",2021,6089,5829,260,4.3
CN0509100000000,5,91,"Miller County, AR",2021,18987,18074,913,4.8
CN0509300000000,5,93,"Mississippi County, AR",2021,16310,15141,1169,7.2
CN0509500000000,5,95,"Monroe County, AR",2021,2621,2482,139,5.3
CN0509700000000,5,97,"Montgomery County, AR",2021,2876,2737,139,4.8
CN0509900000000,5,99,"Nevada County, AR",2021,3373,3237,136,4.0
CN0510100000000,5,101,"Newton County, AR",2021,3182,3085,97,3.0
CN0510300000000,5,103,"Ouachita County, AR",2021,9716,9340,376,3.9
CN0510500000000,5,105,"Perry County, AR",2021,4092,3924,168,4.1
CN0510700000000,5,107,"Phillips County, AR",2021,5865,5412,453,7.7
CN0510900000000,5,109,"Pike County, AR",2021,4183,3999,184,4.4
CN0511100000000,5,111,"Poinsett County, AR",2021,9676,9299,377,3.9
CN0511300000000,5,113,"Polk County, AR",2021,7771,7428,343,4.4
CN0511500000000,5,115,"Pope County, AR",2021,27266,26186,1080,4.0
CN0511700000000,5,117,"Prairie County, AR",2021,3527,3397,130,3.7
CN0511900000000,5,119,"Pulaski County, AR",2021,184896,175806,9090,4.9
CN0512100000000,5,121,"Randolph County, AR",2021,7313,7025,288,3.9
CN0512300000000,5,123,"St. Francis County, AR",2021,7675,7201,474,6.2
CN0512500000000,5,125,"Saline County, AR",2021,57900,56082,1818,3.1
CN0512700000000,5,127,"Scott County, AR",2021,4216,4076,140,3.3
CN0512900000000,5,129,"Searcy County, AR",2021,2920,2796,124,4.2
CN0513100000000,5,131,"Sebastian County, AR",2021,54294,52275,2019,3.7
CN0513300000000,5,133,"Sevier County, AR",2021,5368,5132,236,4.4
CN0513500000000,5,135,"Sharp County, AR",2021,5630,5353,277,4.9
CN0513700000000,5,137,"Stone County, AR",2021,4531,4303,228,5.0
CN0513900000000,5,139,"Union County, AR",2021,15025,14114,911,6.1
CN0514100000000,5,141,"Van Buren County, AR",2021,5803,5521,282,4.9
CN0514300000000,5,143,"Washington County, AR",2021,125728,122052,3676,2.9
CN0514500000000,5,145,"White County, AR",2021,33712,32361,1351,4.0
CN0514700000000,5,147,"Woodruff County, AR",2021,2790,2651,139,5.0
CN0514900000000,5,149,"Yell County, AR",2021,7831,7520,311,4.0
CN0600100000000,6,1,"Alameda County, CA",2021,809964,760859,49105,6.1
CN0600300000000,6,3,"Alpine County, CA",2021,519,477,42,8.1
CN0600500000000,6,5,"Amador County, CA",2021,14342,13345,997,7.0
CN0600700000000,6,7,"Butte County, CA",2021,92031,85720,6311,6.9
CN0600900000000,6,9,"Calaveras County, CA",2021,21402,20177,1225,5.7
CN0601100000000,6,11,"Colusa County, CA",2021,10740,9398,1342,12.5
CN0601300000000,6,13,"Contra Costa County, CA",2021,542352,507874,34478,6.4
CN0601500000000,6,15,"Del Norte County, CA",2021,9314,8606,708,7.6
CN0601700000000,6,17,"El Dorado County, CA",2021,91142,85910,5232,5.7
CN0601900000000,6,19,"Fresno County, CA",2021,443383,402642,40741,9.2
CN0602100000000,6,21,"Glenn County, CA",2021,12616,11740,876,6.9
CN0602300000000,6,23,"Humboldt County, CA",2021,58714,55053,3661,6.2
CN0602500000000,6,25,"Imperial County, CA",2021,69075,57094,11981,17.3
CN0602700000000,6,27,"Inyo County, CA",2021,8229,7745,484,5.9
CN0602900000000,6,29,"Kern County, CA",2021,383987,345432,38555,10.0
CN0603100000000,6,31,"Kings County, CA",2021,55930,50544,5386,9.6
CN0603300000000,6,33,"Lake County, CA",2021,28371,26211,2160,7.6
CN0603500000000,6,35,"Lassen County, CA",2021,9159,8615,544,5.9
CN0603700000000,6,37,"Los Angeles County, CA",2021,4994057,4548852,445205,8.9
CN0603900000000,6,39,"Madera County, CA",2021,61944,56468,5476,8.8
CN0604100000000,6,41,"Marin County, CA",2021,128920,123172,5748,4.5
CN0604300000000,6,43,"Mariposa County, CA",2021,7014,6456,558,8.0
CN0604500000000,6,45,"Mendocino County, CA",2021,36920,34622,2298,6.2
CN0604700000000,6,47,"Merced County, CA",2021,115158,103223,11935,10.4
CN0604900000000,6,49,"Modoc County, CA",2021,3187,2962,225,7.1
CN0605100000000,6,51,"Mono County, CA",2021,8340,7771,569,6.8
CN0605300000000,6,53,"Monterey County, CA",2021,211858,194310,17548,8.3
CN0605500000000,6,55,"Napa County, CA",2021,68437,64305,4132,6.0
CN0605700000000,6,57,"Nevada County, CA",2021,47089,44459,2630,5.6
CN0605900000000,6,59,"Orange County, CA",2021,1553897,1461154,92743,6.0
CN0606100000000,6,61,"Placer County, CA",2021,188045,178657,9388,5.0
CN0606300000000,6,63,"Plumas County, CA",2021,7382,6682,700,9.5
CN0606500000000,6,65,"Riverside County, CA",2021,1129562,1046723,82839,7.3
CN0606700000000,6,67,"Sacramento County, CA",2021,714032,664353,49679,7.0
CN0606900000000,6,69,"San Benito County, CA",2021,31976,29658,2318,7.2
CN0607100000000,6,71,"San Bernardino County, CA",2021,988604,915089,73515,7.4
CN0607300000000,6,73,"San Diego County, CA",2021,1543678,1443815,99863,6.5
CN0607500000000,6,75,"San Francisco County/city, CA",2021,545953,518434,27519,5.0
CN0607700000000,6,77,"San Joaquin County, CA",2021,334250,305278,28972,8.7
CN0607900000000,6,79,"San Luis Obispo County, CA",2021,135268,128186,7082,5.2
CN0608100000000,6,81,"San Mateo County, CA",2021,431205,411484,19721,4.6
CN0608300000000,6,83,"Santa Barbara County, CA",2021,217988,205423,12565,5.8
CN0608500000000,6,85,"Santa Clara County, CA",2021,1013614,966009,47605,4.7
CN0608700000000,6,87,"Santa Cruz County, CA",2021,133351,124166,9185,6.9
CN0608900000000,6,89,"Shasta County, CA",2021,72809,67834,4975,6.8
CN0609100000000,6,91,"Sierra County, CA",2021,1304,1226,78,6.0
CN0609300000000,6,93,"Siskiyou County, CA",2021,16561,15222,1339,8.1
CN0609500000000,6,95,"Solano County, CA",2021,199365,184505,14860,7.5
CN0609700000000,6,97,"Sonoma County, CA",2021,242752,229439,13313,5.5
CN0609900000000,6,99,"Stanislaus County, CA",2021,239538,219496,20042,8.4
CN0610100000000,6,101,"Sutter County, CA",2021,45214,41145,4069,9.0
CN0610300000000,6,103,"Tehama County, CA",2021,25443,23617,1826,7.2
CN0610500000000,6,105,"Trinity County, CA",2021,4475,4193,282,6.3
CN0610700000000,6,107,"Tulare County, CA",2021,200896,179461,21435,10.7
CN0610900000000,6,109,"Tuolumne County, CA",2021,20042,18586,1456,7.3
CN0611100000000,6,111,"Ventura County, CA",2021,404923,379995,24928,6.2
CN0611300000000,6,113,"Yolo County, CA",2021,106122,99926,6196,5.8
CN0611500000000,6,115,"Yuba County, CA",2021,30752,28148,2604,8.5
CN0800100000000,8,1,"Adams County, CO",2021,276299,259081,17218,6.2
CN0800300000000,8,3,"Alamosa County, CO",2021,8533,8062,471,5.5
CN0800500000000,8,5,"Arapahoe County, CO",2021,367171,345949,21222,5.8
CN0800700000000,8,7,"Archuleta County, CO",2021,7300,6943,357,4.9
CN0800900000000,8,9,"Baca County, CO",2021,2118,2073,45,2.1
CN0801100000000,8,11,"Bent County, CO",2021,1886,1771,115,6.1
CN0801300000000,8,13,"Boulder County, CO",2021,195616,187094,8522,4.4
CN0801400000000,8,14,"Broomfield County/city, CO",2021,41167,39319,1848,4.5
CN0801500000000,8,15,"Chaffee County, CO",2021,10248,9835,413,4.0
CN0801700000000,8,17,"Cheyenne County, CO",2021,1105,1080,25,2.3
CN0801900000000,8,19,"Clear Creek County, CO",2021,6023,5689,334,5.5
CN0802100000000,8,21,"Conejos County, CO",2021,4102,3906,196,4.8
CN0802300000000,8,23,"Costilla County, CO",2021,1885,1771,114,6.0
CN0802500000000,8,25,"Crowley County, CO",2021,1465,1389,76,5.2
CN0802700000000,8,27,"Custer County, CO",2021,2325,2232,93,4.0
CN0802900000000,8,29,"Delta County, CO",2021,14360,13599,761,5.3
CN0803100000000,8,31,"Denver County/city, CO",2021,427421,402123,25298,5.9
CN0803300000000,8,33,"Dolores County, CO",2021,1176,1121,55,4.7
CN0803500000000,8,35,"Douglas County, CO",2021,200746,192563,8183,4.1
CN0803700000000,8,37,"Eagle County, CO",2021,36813,35177,1636,4.4
CN0803900000000,8,39,"Elbert County, CO",2021,15468,14881,587,3.8
CN0804100000000,8,41,"El Paso County, CO",2021,350677,330916,19761,5.6
CN0804300000000,8,43,"Fremont County, CO",2021,15860,14764,1096,6.9
CN0804500000000,8,45,"Garfield County, CO",2021,32254,30749,1505,4.7
CN0804700000000,8,47,"Gilpin County, CO",2021,3880,3641,239,6.2
CN0804900000000,8,49,"Grand County, CO",2021,9718,9309,409,4.2
CN0805100000000,8,51,"Gunnison County, CO",2021,11837,11402,435,3.7
CN0805300000000,8,53,"Hinsdale County, CO",2021,450,434,16,3.6
CN0805500000000,8,55,"Huerfano County, CO",2021,2645,2428,217,8.2
CN0805700000000,8,57,"Jackson County, CO",2021,988,955,33,3.3
CN0805900000000,8,59,"Jefferson County, CO",2021,334051,317284,16767,5.0
CN0806100000000,8,61,"Kiowa County, CO",2021,957,925,32,3.3
CN0806300000000,8,63,"Kit Carson County, CO",2021,4261,4135,126,3.0
CN0806500000000,8,65,"Lake County, CO",2021,4974,4756,218,4.4
CN0806700000000,8,67,"La Plata County, CO",2021,31905,30248,1657,5.2
CN0806900000000,8,69,"Larimer County, CO",2021,206492,196875,9617,4.7
CN0807100000000,8,71,"Las Animas County, CO",2021,6513,6087,426,6.5
CN0807300000000,8,73,"Lincoln County, CO",2021,2364,2265,99,4.2
CN0807500000000,8,75,"Logan County, CO",2021,10985,10505,480,4.4
CN0807700000000,8,77,"Mesa County, CO",2021,77219,72798,4421,5.7
CN0807900000000,8,79,"Mineral County, CO",2021,463,440,23,5.0
CN0808100000000,8,81,"Moffat County, CO",2021,7286,6939,347,4.8
CN0808300000000,8,83,"Montezuma County, CO",2021,13215,12480,735,5.6
CN0808500000000,8,85,"Montrose County, CO",2021,22392,21270,1122,5.0
CN0808700000000,8,87,"Morgan County, CO",2021,16212,15419,793,4.9
CN0808900000000,8,89,"Otero County, CO",2021,8366,7854,512,6.1
CN0809100000000,8,91,"Ouray County, CO",2021,2708,2586,122,4.5
CN0809300000000,8,93,"Park County, CO",2021,11273,10810,463,4.1
CN0809500000000,8,95,"Phillips County, CO",2021,2490,2419,71,2.9
CN0809700000000,8,97,"Pitkin County, CO",2021,11127,10514,613,5.5
CN0809900000000,8,99,"Prowers County, CO",2021,6265,5981,284,4.5
